entry_name	accession	gene_symbol	msa_file
INCA1_HUMAN	Q0VD86	INCA1	INCA1_HUMAN_b01.a2m
INF2_HUMAN	Q27J81	INF2	INF2_HUMAN_b10.a2m
INGR1_HUMAN	P15260	IFNGR1	INGR1_HUMAN_b03.a2m
INGR2_HUMAN	P38484	IFNGR2	INGR2_HUMAN_b03.a2m
INP5E_HUMAN	Q9NRR6	INPP5E	INP5E_HUMAN_b05.a2m
INP5K_HUMAN	Q9BT40	INPP5K	INP5K_HUMAN_b03.a2m
INSL6_HUMAN	Q9Y581	INSL6	INSL6_HUMAN_b01.a2m
INSR2_HUMAN	F8WCM5	INS-IGF2	INSR2_HUMAN_b01.a2m
INSR_HUMAN	P06213	INSR	INSR_HUMAN_b07.a2m
INS_HUMAN	P01308	INS	INS_HUMAN_b03.a2m
INT8_HUMAN	Q75QN2	INTS8	INT8_HUMAN_b01.a2m
INTU_HUMAN	Q9ULD6	INTU	INTU_HUMAN_b01.a2m
IPYR2_HUMAN	Q9H2U2	PPA2	IPYR2_HUMAN_b01.a2m
IQCB1_HUMAN	Q15051	IQCB1	IQCB1_HUMAN_b01.a2m
IQEC2_HUMAN	Q5JU85	IQSEC2	IQEC2_HUMAN_b03.a2m
IR3IP_HUMAN	Q9Y5U9	IER3IP1	IR3IP_HUMAN_b03.a2m
IRAK4_HUMAN	Q9NWZ3	IRAK4	IRAK4_HUMAN_b07.a2m
IRF1_HUMAN	P10914	IRF1	IRF1_HUMAN_b01.a2m
IRF6_HUMAN	O14896	IRF6	IRF6_HUMAN_b01.a2m
IRF7_HUMAN	Q92985	IRF7	IRF7_HUMAN_b03.a2m
IRF8_HUMAN	Q02556	IRF8	IRF8_HUMAN_b03.a2m
IRX5_HUMAN	P78411	IRX5	IRX5_HUMAN_b03.a2m
ISCA1_HUMAN	Q9BUE6	ISCA1	ISCA1_HUMAN_b03.a2m
ISCA2_HUMAN	Q86U28	ISCA2	ISCA2_HUMAN_b01.a2m
ISCU_HUMAN	Q9H1K1	ISCU	ISCU_HUMAN_b03.a2m
ISK1_HUMAN	P00995	SPINK1	ISK1_HUMAN_b03.a2m
ISK5_HUMAN	Q9NQ38	SPINK5	ISK5_HUMAN_b07.a2m
ISPD_HUMAN	A4D126	CRPPA	ISPD_HUMAN_b03.a2m
ITA2B_HUMAN	P08514	ITGA2B	ITA2B_HUMAN_b01.a2m
ITA3_HUMAN	P26006	ITGA3	ITA3_HUMAN_b01.a2m
ITB2_HUMAN	P05107	ITGB2	ITB2_HUMAN_b01.a2m
ITB3_HUMAN	P05106	ITGB3	ITB3_HUMAN_b01.a2m
ITB4_HUMAN	P16144	ITGB4	ITB4_HUMAN_b01.a2m
ITB6_HUMAN	P18564	ITGB6	ITB6_HUMAN_b03.a2m
ITF2_HUMAN	P15884	TCF4	ITF2_HUMAN_b01.a2m
ITIH4_HUMAN	Q14624	ITIH4	ITIH4_HUMAN_b01.a2m
ITM2B_HUMAN	Q9Y287	ITM2B	ITM2B_HUMAN_b01.a2m
ITPA_HUMAN	Q9BY32	ITPA	ITPA_HUMAN_b03.a2m
ITPR1_HUMAN	Q14643	ITPR1	ITPR1_HUMAN_b01.a2m
IVD_HUMAN	P26440	IVD	IVD_HUMAN_b07.a2m
IYD1_HUMAN	Q6PHW0	IYD	IYD1_HUMAN_b01.a2m
JAG1_HUMAN	P78504	JAG1	JAG1_HUMAN_b10.a2m
JAGN1_HUMAN	Q8N5M9	JAGN1	JAGN1_HUMAN_b03.a2m
JAK2_HUMAN	O60674	JAK2	JAK2_HUMAN_b03.a2m
JAK3_HUMAN	P52333	JAK3	JAK3_HUMAN_b03.a2m
JAM2_HUMAN	P57087	JAM2	JAM2_HUMAN_b03.a2m
JAM3_HUMAN	Q9BX67	JAM3	JAM3_HUMAN_b03.a2m
JHD2C_HUMAN	Q15652	JMJD1C	JHD2C_HUMAN_b03.a2m
JKIP1_HUMAN	Q96N16	JAKMIP1	JKIP1_HUMAN_b01.a2m
K1109_HUMAN	NA	NA	K1109_HUMAN_b10.a2m
K1C10_HUMAN	P13645	KRT10	K1C10_HUMAN_b01.a2m
K1C12_HUMAN	Q99456	KRT12	K1C12_HUMAN_b03.a2m
K1C14_HUMAN	P02533	KRT14	K1C14_HUMAN_b03.a2m
K1C16_HUMAN	P08779	KRT16	K1C16_HUMAN_b03.a2m
K1C17_HUMAN	Q04695	KRT17	K1C17_HUMAN_b03.a2m
K1C18_HUMAN	P05783	KRT18	K1C18_HUMAN_b01.a2m
K1C25_HUMAN	Q7Z3Z0	KRT25	K1C25_HUMAN_b03.a2m
K1C9_HUMAN	P35527	KRT9	K1C9_HUMAN_b03.a2m
K22E_HUMAN	P35908	KRT2	K22E_HUMAN_b07.a2m
K2C1_HUMAN	P04264	KRT1	K2C1_HUMAN_b07.a2m
K2C4_HUMAN	P19013	KRT4	K2C4_HUMAN_b03.a2m
K2C5_HUMAN	P13647	KRT5	K2C5_HUMAN_b10.a2m
K2C6A_HUMAN	P02538	KRT6A	K2C6A_HUMAN_b07.a2m
K2C6B_HUMAN	P04259	KRT6B	K2C6B_HUMAN_b07.a2m
K2C6C_HUMAN	P48668	KRT6C	K2C6C_HUMAN_b07.a2m
K2C71_HUMAN	Q3SY84	KRT71	K2C71_HUMAN_b03.a2m
K2C74_HUMAN	Q7RTS7	KRT74	K2C74_HUMAN_b03.a2m
K2C8_HUMAN	P05787	KRT8	K2C8_HUMAN_b03.a2m
KAD1_HUMAN	P00568	AK1	KAD1_HUMAN_b03.a2m
KAD2_HUMAN	P54819	AK2	KAD2_HUMAN_b03.a2m
KAD7_HUMAN	Q96M32	AK7	KAD7_HUMAN_b01.a2m
KALM_HUMAN	P23352	ANOS1	KALM_HUMAN_b03.a2m
KANK1_HUMAN	Q14678	KANK1	KANK1_HUMAN_b01.a2m
KANL1_HUMAN	Q7Z3B3	KANSL1	KANL1_HUMAN_b05.a2m
KAP0_HUMAN	P10644	PRKAR1A	KAP0_HUMAN_b03.a2m
KAT6A_HUMAN	Q92794	KAT6A	KAT6A_HUMAN_b05.a2m
KAT6B_HUMAN	Q8WYB5	KAT6B	KAT6B_HUMAN_b03.a2m
KBTBD_HUMAN	C9JR72	KBTBD13	KBTBD_HUMAN_b03.a2m
KCD11_HUMAN	Q693B1	KCTD11	KCD11_HUMAN_b03.a2m
KCD17_HUMAN	Q8N5Z5	KCTD17	KCD17_HUMAN_b01.a2m
KCD19_HUMAN	Q17RG1	KCTD19	KCD19_HUMAN_b01.a2m
KCJ10_HUMAN	P78508	KCNJ10	KCJ10_HUMAN_b03.a2m
KCJ11_HUMAN	Q14654	KCNJ11	KCJ11_HUMAN_b03.a2m
KCJ13_HUMAN	O60928	KCNJ13	KCJ13_HUMAN_b03.a2m
KCJ18_HUMAN	B7U540	KCNJ18	KCJ18_HUMAN_b01.a2m
KCMA1_HUMAN	Q12791	KCNMA1	KCMA1_HUMAN_b01.a2m
KCNA1_HUMAN	Q09470	KCNA1	KCNA1_HUMAN_b03.a2m
KCNA2_HUMAN	P16389	KCNA2	KCNA2_HUMAN_b03.a2m
KCNB1_HUMAN	Q14721	KCNB1	KCNB1_HUMAN_b07.a2m
KCNC1_HUMAN	P48547	KCNC1	KCNC1_HUMAN_b03.a2m
KCND3_HUMAN	Q9UK17	KCND3	KCND3_HUMAN_b07.a2m
KCNE1_HUMAN	P15382	KCNE1	KCNE1_HUMAN_b03.a2m
KCNE2_HUMAN	Q9Y6J6	KCNE2	KCNE2_HUMAN_b03.a2m
KCNE3_HUMAN	Q9Y6H6	KCNE3	KCNE3_HUMAN_b03.a2m
KCNH1_HUMAN	O95259	KCNH1	KCNH1_HUMAN_b01.a2m
KCNH2_HUMAN	Q12809	KCNH2	KCNH2_HUMAN_b07.a2m
KCNH5_HUMAN	Q8NCM2	KCNH5	KCNH5_HUMAN_b01.a2m
KCNJ1_HUMAN	P48048	KCNJ1	KCNJ1_HUMAN_b01.a2m
KCNJ2_HUMAN	P63252	KCNJ2	KCNJ2_HUMAN_b03.a2m
KCNJ5_HUMAN	P48544	KCNJ5	KCNJ5_HUMAN_b03.a2m
KCNJ6_HUMAN	P48051	KCNJ6	KCNJ6_HUMAN_b03.a2m
KCNJ8_HUMAN	Q15842	KCNJ8	KCNJ8_HUMAN_b03.a2m
KCNK3_HUMAN	O14649	KCNK3	KCNK3_HUMAN_b03.a2m
KCNKH_HUMAN	Q96T54	KCNK17	KCNKH_HUMAN_b03.a2m
KCNN4_HUMAN	O15554	KCNN4	KCNN4_HUMAN_b03.a2m
KCNQ1_HUMAN	P51787	KCNQ1	KCNQ1_HUMAN_b03.a2m
KCNQ2_HUMAN	O43526	KCNQ2	KCNQ2_HUMAN_b03.a2m
KCNQ3_HUMAN	O43525	KCNQ3	KCNQ3_HUMAN_b03.a2m
KCNQ4_HUMAN	P56696	KCNQ4	KCNQ4_HUMAN_b05.a2m
KCNQ5_HUMAN	Q9NR82	KCNQ5	KCNQ5_HUMAN_b01.a2m
KCNT1_HUMAN	Q5JUK3	KCNT1	KCNT1_HUMAN_b03.a2m
KCNV2_HUMAN	Q8TDN2	KCNV2	KCNV2_HUMAN_b03.a2m
KCRM_HUMAN	P06732	CKM	KCRM_HUMAN_b03.a2m
KCTD1_HUMAN	Q719H9	KCTD1	KCTD1_HUMAN_b01.a2m
KCTD7_HUMAN	Q96MP8	KCTD7	KCTD7_HUMAN_b03.a2m
KDF1_HUMAN	Q8NAX2	KDF1	KDF1_HUMAN_b01.a2m
KDM1A_HUMAN	O60341	KDM1A	KDM1A_HUMAN_b01.a2m
KDM5C_HUMAN	P41229	KDM5C	KDM5C_HUMAN_b01.a2m
KDM6A_HUMAN	O15550	KDM6A	KDM6A_HUMAN_b10.a2m
KGP1_HUMAN	Q13976	PRKG1	KGP1_HUMAN_b05.a2m
KHD3L_HUMAN	NA	NA	KHD3L_HUMAN_b03.a2m
KHK_HUMAN	P50053	KHK	KHK_HUMAN_b03.a2m
KI21A_HUMAN	Q7Z4S6	KIF21A	KI21A_HUMAN_b07.a2m
KI3L1_HUMAN	P43629	KIR3DL1	KI3L1_HUMAN_b03.a2m
KIF11_HUMAN	P52732	KIF11	KIF11_HUMAN_b07.a2m
KIF1A_HUMAN	Q12756	KIF1A	KIF1A_HUMAN_b03.a2m
KIF1C_HUMAN	O43896	KIF1C	KIF1C_HUMAN_b03.a2m
KIF22_HUMAN	Q14807	KIF22	KIF22_HUMAN_b03.a2m
KIF23_HUMAN	Q02241	KIF23	KIF23_HUMAN_b01.a2m
KIF4A_HUMAN	O95239	KIF4A	KIF4A_HUMAN_b07.a2m
KIF5A_HUMAN	Q12840	KIF5A	KIF5A_HUMAN_b10.a2m
KIF5C_HUMAN	O60282	KIF5C	KIF5C_HUMAN_b03.a2m
KIF7_HUMAN	Q2M1P5	KIF7	KIF7_HUMAN_b07.a2m
KIME_HUMAN	Q03426	MVK	KIME_HUMAN_b01.a2m
KISS1_HUMAN	Q15726	KISS1	KISS1_HUMAN_b03.a2m
KISSR_HUMAN	Q969F8	KISS1R	KISSR_HUMAN_b07.a2m
KITM_HUMAN	O00142	TK2	KITM_HUMAN_b03.a2m
KIT_HUMAN	P10721	KIT	KIT_HUMAN_b03.a2m
KLF1_HUMAN	Q13351	KLF1	KLF1_HUMAN_b05.a2m
KLH10_HUMAN	Q6JEL2	KLHL10	KLH10_HUMAN_b03.a2m
KLH15_HUMAN	Q96M94	KLHL15	KLH15_HUMAN_b03.a2m
KLH17_HUMAN	Q6TDP4	KLHL17	KLH17_HUMAN_b03.a2m
KLH20_HUMAN	Q9Y2M5	KLHL20	KLH20_HUMAN_b03.a2m
KLH24_HUMAN	Q6TFL4	KLHL24	KLH24_HUMAN_b03.a2m
KLH40_HUMAN	Q2TBA0	KLHL40	KLH40_HUMAN_b03.a2m
KLH41_HUMAN	O60662	KLHL41	KLH41_HUMAN_b03.a2m
KLHL3_HUMAN	Q9UH77	KLHL3	KLHL3_HUMAN_b03.a2m
KLHL7_HUMAN	Q8IXQ5	KLHL7	KLHL7_HUMAN_b03.a2m
KLHL9_HUMAN	Q9P2J3	KLHL9	KLHL9_HUMAN_b03.a2m
KLKB1_HUMAN	P03952	KLKB1	KLKB1_HUMAN_b05.a2m
KLOT_HUMAN	Q9UEF7	KL	KLOT_HUMAN_b03.a2m
KLRG1_HUMAN	Q96E93	KLRG1	KLRG1_HUMAN_b03.a2m
KMT2A_HUMAN	Q03164	KMT2A	KMT2A_HUMAN_b03.a2m
KMT2B_HUMAN	Q9UMN6	KMT2B	KMT2B_HUMAN_b07.a2m
KMT2C_HUMAN	Q8NEZ4	KMT2C	KMT2C_HUMAN_b07.a2m
KMT2E_HUMAN	Q8IZD2	KMT2E	KMT2E_HUMAN_b01.a2m
KNL1_HUMAN	Q8NG31	KNL1	KNL1_HUMAN_b03.a2m
KPB2_HUMAN	P46019	PHKA2	KPB2_HUMAN_b07.a2m
KPCD1_HUMAN	Q15139	PRKD1	KPCD1_HUMAN_b05.a2m
KPCD2_HUMAN	Q9BZL6	PRKD2	KPCD2_HUMAN_b03.a2m
KPCG_HUMAN	P05129	PRKCG	KPCG_HUMAN_b05.a2m
KPTN_HUMAN	Q9Y664	KPTN	KPTN_HUMAN_b01.a2m
KPYR_HUMAN	P30613	PKLR	KPYR_HUMAN_b01.a2m
KREM1_HUMAN	Q96MU8	KREMEN1	KREM1_HUMAN_b03.a2m
KRIT1_HUMAN	O00522	KRIT1	KRIT1_HUMAN_b03.a2m
KRT81_HUMAN	Q14533	KRT81	KRT81_HUMAN_b03.a2m
KRT83_HUMAN	P78385	KRT83	KRT83_HUMAN_b03.a2m
KRT86_HUMAN	O43790	KRT86	KRT86_HUMAN_b03.a2m
KTU_HUMAN	Q9NVR5	DNAAF2	KTU_HUMAN_b01.a2m
KYNU_HUMAN	Q16719	KYNU	KYNU_HUMAN_b03.a2m
L1CAM_HUMAN	P32004	L1CAM	L1CAM_HUMAN_b10.a2m
L2HDH_HUMAN	Q9H9P8	L2HGDH	L2HDH_HUMAN_b03.a2m
LACC1_HUMAN	Q8IV20	LACC1	LACC1_HUMAN_b03.a2m
LAGE3_HUMAN	Q14657	LAGE3	LAGE3_HUMAN_b03.a2m
LAMA1_HUMAN	P25391	LAMA1	LAMA1_HUMAN_b05.a2m
LAMA2_HUMAN	P24043	LAMA2	LAMA2_HUMAN_b07.a2m
LAMA3_HUMAN	Q16787	LAMA3	LAMA3_HUMAN_b07.a2m
LAMA4_HUMAN	Q16363	LAMA4	LAMA4_HUMAN_b01.a2m
LAMB3_HUMAN	Q13751	LAMB3	LAMB3_HUMAN_b03.a2m
LAMC2_HUMAN	Q13753	LAMC2	LAMC2_HUMAN_b03.a2m
LAMP2_HUMAN	P13473	LAMP2	LAMP2_HUMAN_b01.a2m
LAP2A_HUMAN	P42166	TMPO	LAP2A_HUMAN_b01.a2m
LAP2B_HUMAN	P42167	TMPO	LAP2B_HUMAN_b01.a2m
LARG1_HUMAN	O95461	LARGE1	LARG1_HUMAN_b01.a2m
LARP7_HUMAN	Q4G0J3	LARP7	LARP7_HUMAN_b03.a2m
LAS1L_HUMAN	Q9Y4W2	LAS1L	LAS1L_HUMAN_b01.a2m
LAT1L_HUMAN	Q9GIP4	SLC7A5P2	LAT1L_HUMAN_b03.a2m
LBR_HUMAN	Q14739	LBR	LBR_HUMAN_b01.a2m
LCA5_HUMAN	Q86VQ0	LCA5	LCA5_HUMAN_b01.a2m
LCAT_HUMAN	P04180	LCAT	LCAT_HUMAN_b03.a2m
LDHA_HUMAN	P00338	LDHA	LDHA_HUMAN_b03.a2m
LDHD_HUMAN	Q86WU2	LDHD	LDHD_HUMAN_b03.a2m
LDLR_HUMAN	P01130	LDLR	LDLR_HUMAN_b10.a2m
LEG12_HUMAN	Q96DT0	LGALS12	LEG12_HUMAN_b05.a2m
LEPR_HUMAN	P48357	LEPR	LEPR_HUMAN_b03.a2m
LEP_HUMAN	P41159	LEP	LEP_HUMAN_b03.a2m
LFNG_HUMAN	Q8NES3	LFNG	LFNG_HUMAN_b03.a2m
LFTY2_HUMAN	O00292	LEFTY2	LFTY2_HUMAN_b03.a2m
LGI1_HUMAN	O95970	LGI1	LGI1_HUMAN_b03.a2m
LGI4_HUMAN	Q8N135	LGI4	LGI4_HUMAN_b03.a2m
LHPL5_HUMAN	Q8TAF8	LHFPL5	LHPL5_HUMAN_b03.a2m
LHX4_HUMAN	Q969G2	LHX4	LHX4_HUMAN_b03.a2m
LIAS_HUMAN	O43766	LIAS	LIAS_HUMAN_b01.a2m
LICH_HUMAN	P38571	LIPA	LICH_HUMAN_b03.a2m
LIMS2_HUMAN	Q7Z4I7	LIMS2	LIMS2_HUMAN_b03.a2m
LINES_HUMAN	Q8NG48	LINS1	LINES_HUMAN_b01.a2m
LIPC_HUMAN	P11150	LIPC	LIPC_HUMAN_b01.a2m
LIPH_HUMAN	Q8WWY8	LIPH	LIPH_HUMAN_b03.a2m
LIPL_HUMAN	P06858	LPL	LIPL_HUMAN_b03.a2m
LIPP_HUMAN	P16233	PNLIP	LIPP_HUMAN_b01.a2m
LIPT2_HUMAN	A6NK58	LIPT2	LIPT2_HUMAN_b03.a2m
LIPT_HUMAN	Q9Y234	LIPT1	LIPT_HUMAN_b01.a2m
LITAF_HUMAN	Q99732	LITAF	LITAF_HUMAN_b03.a2m
LMBD1_HUMAN	Q9NUN5	LMBRD1	LMBD1_HUMAN_b03.a2m
LMBR1_HUMAN	Q8WVP7	LMBR1	LMBR1_HUMAN_b03.a2m
LMIP_HUMAN	P55344	LIM2	LMIP_HUMAN_b03.a2m
LMNA_HUMAN	P02545	LMNA	LMNA_HUMAN_b05.a2m
LMNB2_HUMAN	Q03252	LMNB2	LMNB2_HUMAN_b03.a2m
LMX1A_HUMAN	Q8TE12	LMX1A	LMX1A_HUMAN_b03.a2m
LMX1B_HUMAN	O60663	LMX1B	LMX1B_HUMAN_b03.a2m
LONM_HUMAN	P36776	LONP1	LONM_HUMAN_b05.a2m
LOXE3_HUMAN	Q9BYJ1	ALOXE3	LOXE3_HUMAN_b01.a2m
LPIN2_HUMAN	Q92539	LPIN2	LPIN2_HUMAN_b01.a2m
LPPRC_HUMAN	P42704	LRPPRC	LPPRC_HUMAN_b01.a2m
LRAT_HUMAN	O95237	LRAT	LRAT_HUMAN_b01.a2m
LRBA_HUMAN	P50851	LRBA	LRBA_HUMAN_b10.a2m
LRC33_HUMAN	Q86YC3	NRROS	LRC33_HUMAN_b03.a2m
LRC51_HUMAN	Q96E66	LRRC51	LRC51_HUMAN_b05.a2m
LRC56_HUMAN	Q8IYG6	LRRC56	LRC56_HUMAN_b03.a2m
LRIF1_HUMAN	Q5T3J3	LRIF1	LRIF1_HUMAN_b01.a2m
LRMDA_HUMAN	Q9H2I8	LRMDA	LRMDA_HUMAN_b03.a2m
LRP2_HUMAN	P98164	LRP2	LRP2_HUMAN_b05.a2m
LRP5_HUMAN	O75197	LRP5	LRP5_HUMAN_b01.a2m
LRP6_HUMAN	O75581	LRP6	LRP6_HUMAN_b01.a2m
LRRK2_HUMAN	Q5S007	LRRK2	LRRK2_HUMAN_b05.a2m
LRSM1_HUMAN	Q6UWE0	LRSAM1	LRSM1_HUMAN_b03.a2m
LSHB_HUMAN	P01229	LHB	LSHB_HUMAN_b03.a2m
LSHR_HUMAN	P22888	LHCGR	LSHR_HUMAN_b03.a2m
LUR1L_HUMAN	Q8IV03	LURAP1L	LUR1L_HUMAN_b03.a2m
LX12B_HUMAN	O75342	ALOX12B	LX12B_HUMAN_b01.a2m
LYAG_HUMAN	P10253	GAA	LYAG_HUMAN_b07.a2m
LYOX_HUMAN	P28300	LOX	LYOX_HUMAN_b01.a2m
LYRM4_HUMAN	Q9HD34	LYRM4	LYRM4_HUMAN_b03.a2m
LYRM7_HUMAN	Q5U5X0	LYRM7	LYRM7_HUMAN_b01.a2m
LYSC_HUMAN	P61626	LYZ	LYSC_HUMAN_b03.a2m
LYST_HUMAN	Q99698	LYST	LYST_HUMAN_b01.a2m
LZTL1_HUMAN	Q9NQ48	LZTFL1	LZTL1_HUMAN_b03.a2m
LZTR1_HUMAN	Q8N653	LZTR1	LZTR1_HUMAN_b03.a2m
LZTS1_HUMAN	Q9Y250	LZTS1	LZTS1_HUMAN_b03.a2m
M2GD_HUMAN	Q9UI17	DMGDH	M2GD_HUMAN_b07.a2m
M2OM_HUMAN	Q02978	SLC25A11	M2OM_HUMAN_b03.a2m
M3K1_HUMAN	Q13233	MAP3K1	M3K1_HUMAN_b03.a2m
MA1B1_HUMAN	Q9UKM7	MAN1B1	MA1B1_HUMAN_b01.a2m
MA2B1_HUMAN	O00754	MAN2B1	MA2B1_HUMAN_b07.a2m
MA7D3_HUMAN	Q8IWC1	MAP7D3	MA7D3_HUMAN_b03.a2m
MAFA_HUMAN	Q8NHW3	MAFA	MAFA_HUMAN_b03.a2m
MAFB_HUMAN	Q9Y5Q3	MAFB	MAFB_HUMAN_b03.a2m
MAFIP_HUMAN	Q8WZ33	MAFIP	MAFIP_HUMAN_b03.a2m
MAF_HUMAN	O75444	MAF	MAF_HUMAN_b01.a2m
MAGL2_HUMAN	Q9UJ55	MAGEL2	MAGL2_HUMAN_b03.a2m
MAGT1_HUMAN	Q9H0U3	MAGT1	MAGT1_HUMAN_b01.a2m
MAG_HUMAN	P20916	MAG	MAG_HUMAN_b03.a2m
MAK_HUMAN	P20794	MAK	MAK_HUMAN_b05.a2m
MALD2_HUMAN	Q8N4S9	MARVELD2	MALD2_HUMAN_b01.a2m
MALT1_HUMAN	Q9UDY8	MALT1	MALT1_HUMAN_b03.a2m
MAN1_HUMAN	Q9Y2U8	LEMD3	MAN1_HUMAN_b01.a2m
MANBA_HUMAN	O00462	MANBA	MANBA_HUMAN_b03.a2m
MARE2_HUMAN	Q15555	MAPRE2	MARE2_HUMAN_b03.a2m
MASP1_HUMAN	P48740	MASP1	MASP1_HUMAN_b03.a2m
MASP2_HUMAN	O00187	MASP2	MASP2_HUMAN_b03.a2m
MATN3_HUMAN	O15232	MATN3	MATN3_HUMAN_b03.a2m
MATN4_HUMAN	O95460	MATN4	MATN4_HUMAN_b03.a2m
MATR3_HUMAN	P43243	MATR3	MATR3_HUMAN_b03.a2m
MAX_HUMAN	P61244	MAX	MAX_HUMAN_b03.a2m
MB211_HUMAN	Q13394	MAB21L1	MB211_HUMAN_b03.a2m
MB212_HUMAN	Q9Y586	MAB21L2	MB212_HUMAN_b03.a2m
MBD5_HUMAN	Q9P267	MBD5	MBD5_HUMAN_b01.a2m
MBL2_HUMAN	P11226	MBL2	MBL2_HUMAN_b03.a2m
MBTP2_HUMAN	O43462	MBTPS2	MBTP2_HUMAN_b01.a2m
MC4R_HUMAN	P32245	MC4R	MC4R_HUMAN_b07.a2m
MCAT_HUMAN	O43772	SLC25A20	MCAT_HUMAN_b03.a2m
MCCA_HUMAN	Q96RQ3	MCCC1	MCCA_HUMAN_b03.a2m
MCCB_HUMAN	Q9HCC0	MCCC2	MCCB_HUMAN_b03.a2m
MCEE_HUMAN	Q96PE7	MCEE	MCEE_HUMAN_b03.a2m
MCFD2_HUMAN	Q8NI22	MCFD2	MCFD2_HUMAN_b03.a2m
MCIN_HUMAN	D6RGH6	MCIDAS	MCIN_HUMAN_b01.a2m
MCLN1_HUMAN	Q9GZU1	MCOLN1	MCLN1_HUMAN_b01.a2m
MCM2_HUMAN	P49736	MCM2	MCM2_HUMAN_b01.a2m
MCM4_HUMAN	P33991	MCM4	MCM4_HUMAN_b01.a2m
MCM5_HUMAN	P33992	MCM5	MCM5_HUMAN_b01.a2m
MCM7_HUMAN	P33993	MCM7	MCM7_HUMAN_b01.a2m
MCM8_HUMAN	Q9UJA3	MCM8	MCM8_HUMAN_b03.a2m
MCPH1_HUMAN	Q8NEM0	MCPH1	MCPH1_HUMAN_b01.a2m
MCP_HUMAN	P15529	CD46	MCP_HUMAN_b01.a2m
MCR_HUMAN	P08235	NR3C2	MCR_HUMAN_b01.a2m
MD13L_HUMAN	Q71F56	MED13L	MD13L_HUMAN_b01.a2m
MD2L2_HUMAN	Q9UI95	MAD2L2	MD2L2_HUMAN_b01.a2m
MDHM_HUMAN	P40926	MDH2	MDHM_HUMAN_b03.a2m
MDR3_HUMAN	P21439	ABCB4	MDR3_HUMAN_b10.a2m
MECP2_HUMAN	P51608	MECP2	MECP2_HUMAN_b03.a2m
MECR_HUMAN	Q9BV79	MECR	MECR_HUMAN_b07.a2m
MED12_HUMAN	Q93074	MED12	MED12_HUMAN_b01.a2m
MED17_HUMAN	Q9NVC6	MED17	MED17_HUMAN_b03.a2m
MED9_HUMAN	Q9NWA0	MED9	MED9_HUMAN_b03.a2m
MEF2A_HUMAN	Q02078	MEF2A	MEF2A_HUMAN_b03.a2m
MEF2C_HUMAN	Q06413	MEF2C	MEF2C_HUMAN_b03.a2m
MEG10_HUMAN	Q96KG7	MEGF10	MEG10_HUMAN_b03.a2m
MEIOB_HUMAN	Q8N635	MEIOB	MEIOB_HUMAN_b01.a2m
MEIS2_HUMAN	O14770	MEIS2	MEIS2_HUMAN_b01.a2m
MELPH_HUMAN	Q9BV36	MLPH	MELPH_HUMAN_b01.a2m
MEN1_HUMAN	O00255	MEN1	MEN1_HUMAN_b05.a2m
MERL_HUMAN	P35240	NF2	MERL_HUMAN_b05.a2m
MERTK_HUMAN	Q12866	MERTK	MERTK_HUMAN_b05.a2m
MESP2_HUMAN	Q0VG99	MESP2	MESP2_HUMAN_b01.a2m
MET23_HUMAN	Q86XA0	METTL23	MET23_HUMAN_b03.a2m
METH_HUMAN	Q99707	MTR	METH_HUMAN_b10.a2m
METK1_HUMAN	Q00266	MAT1A	METK1_HUMAN_b01.a2m
MET_HUMAN	P08581	MET	MET_HUMAN_b03.a2m
MFAP5_HUMAN	Q13361	MFAP5	MFAP5_HUMAN_b01.a2m
MFN2_HUMAN	O95140	MFN2	MFN2_HUMAN_b03.a2m
MFRP_HUMAN	Q9BY79	MFRP	MFRP_HUMAN_b03.a2m
MFSD8_HUMAN	Q8NHS3	MFSD8	MFSD8_HUMAN_b03.a2m
MFTC_HUMAN	Q9H2D1	SLC25A32	MFTC_HUMAN_b03.a2m
MGAT2_HUMAN	Q10469	MGAT2	MGAT2_HUMAN_b01.a2m
MGME1_HUMAN	Q9BQP7	MGME1	MGME1_HUMAN_b01.a2m
MICU1_HUMAN	Q9BPX6	MICU1	MICU1_HUMAN_b01.a2m
MILR1_HUMAN	Q7Z6M3	MILR1	MILR1_HUMAN_b03.a2m
MINP1_HUMAN	Q9UNW1	MINPP1	MINP1_HUMAN_b03.a2m
MIPEP_HUMAN	Q99797	MIPEP	MIPEP_HUMAN_b01.a2m
MIPT3_HUMAN	Q8TDR0	TRAF3IP1	MIPT3_HUMAN_b03.a2m
MIP_HUMAN	P30301	MIP	MIP_HUMAN_b03.a2m
MITF_HUMAN	O75030	MITF	MITF_HUMAN_b01.a2m
MKKS_HUMAN	Q9NPJ1	MKKS	MKKS_HUMAN_b03.a2m
MKRN3_HUMAN	Q13064	MKRN3	MKRN3_HUMAN_b03.a2m
MKS1_HUMAN	Q9NXB0	MKS1	MKS1_HUMAN_b01.a2m
MKS3_HUMAN	Q5HYA8	TMEM67	MKS3_HUMAN_b03.a2m
MLC1_HUMAN	Q15049	MLC1	MLC1_HUMAN_b01.a2m
MLH1_HUMAN	P40692	MLH1	MLH1_HUMAN_b10.a2m
MLRS_HUMAN	NA	NA	MLRS_HUMAN_b03.a2m
MLRV_HUMAN	P10916	MYL2	MLRV_HUMAN_b10.a2m
MMAA_HUMAN	Q8IVH4	MMAA	MMAA_HUMAN_b01.a2m
MMAB_HUMAN	Q96EY8	MMAB	MMAB_HUMAN_b03.a2m
